YEAR,MH1,AGE,COUNT
2020,Bipolar,25-29,27117
2020,Bipolar,30-34,29217
2020,Bipolar,35-39,28016
2020,Bipolar,40-44,25263
2020,Bipolar,45-49,24013
2020,Bipolar,50-54,23328
2020,Bipolar,55-59,21456
2020,Bipolar,60-64,13350
2020,Bipolar,65+,9985
2020,Depressive,0-11,7255
2020,Depressive,12-14,20458
2020,Depressive,15-17,31555
2020,Depressive,18-20,26806
2020,Depressive,21-24,34173
2020,Depressive,25-29,48015
2020,Depressive,30-34,45545
2020,Depressive,35-39,42274
2020,Depressive,40-44,37638
2020,Depressive,45-49,38919
2020,Depressive,50-54,42538
2020,Depressive,55-59,43726
2020,Depressive,60-64,30525
2020,Depressive,65+,25985
2020,Oppositional Defiant,0-11,10223
2020,Oppositional Defiant,12-14,6824
2020,Oppositional Defiant,15-17,5686
2020,Oppositional Defiant,18-20,1449
2020,Oppositional Defiant,21-24,398
2020,Oppositional Defiant,25-29,154
2020,Oppositional Defiant,30-34,73
2020,Oppositional Defiant,35-39,45
2020,Oppositional Defiant,40-44,34
2020,Oppositional Defiant,45-49,16
2020,Oppositional Defiant,50-54,11
2020,Oppositional Defiant,55-59,7
2020,Oppositional Defiant,60-64,11
2020,Oppositional Defiant,65+,8
2020,Pervasive Developmental,0-11,3288
2020,Pervasive Developmental,12-14,1745
2020,Pervasive Developmental,15-17,1550
2020,Pervasive Developmental,18-20,1173
2020,Pervasive Developmental,21-24,962
2020,Pervasive Developmental,25-29,782
2020,Pervasive Developmental,30-34,319
2020,Pervasive Developmental,35-39,187
2020,Pervasive Developmental,40-44,100
2020,Pervasive Developmental,45-49,68
2020,Pervasive Developmental,50-54,59
2020,Pervasive Developmental,55-59,46
2020,Pervasive Developmental,60-64,20
2020,Pervasive Developmental,65+,15
2020,Personality,0-11,11
2020,Personality,12-14,33
2020,Personality,15-17,121
2020,Personality,18-20,447
2020,Personality,21-24,895
2020,Personality,25-29,1338
2020,Personality,30-34,1286
2020,Personality,35-39,1159
2020,Personality,40-44,989
2020,Personality,45-49,893
2020,Personality,50-54,873
2020,Personality,55-59,744
2020,Personality,60-64,470
2020,Personality,65+,390
2020,Schizophrenia/Other Psychotic,0-11,316
2020,Schizophrenia/Other Psychotic,12-14,481
2020,Schizophrenia/Other Psychotic,15-17,1319
2020,Schizophrenia/Other Psychotic,18-20,5008
2020,Schizophrenia/Other Psychotic,21-24,13442
2020,Schizophrenia/Other Psychotic,25-29,25451
2020,Schizophrenia/Other Psychotic,30-34,27494
2020,Schizophrenia/Other Psychotic,35-39,27826
2020,Schizophrenia/Other Psychotic,40-44,24634
2020,Schizophrenia/Other Psychotic,45-49,22659
2020,Schizophrenia/Other Psychotic,50-54,24159
2020,Schizophrenia/Other Psychotic,55-59,26056
2020,Schizophrenia/Other Psychotic,60-64,20689
2020,Schizophrenia/Other Psychotic,65+,19392
2020,Alcohol/Substance Abuse,0-11,28
2020,Alcohol/Substance Abuse,12-14,85
2020,Alcohol/Substance Abuse,15-17,637
2020,Alcohol/Substance Abuse,18-20,1419
2020,Alcohol/Substance Abuse,21-24,3542
2020,Alcohol/Substance Abuse,25-29,7969
2020,Alcohol/Substance Abuse,30-34,8985
2020,Alcohol/Substance Abuse,35-39,8345
2020,Alcohol/Substance Abuse,40-44,6245
2020,Alcohol/Substance Abuse,45-49,4639
2020,Alcohol/Substance Abuse,50-54,3865
2020,Alcohol/Substance Abuse,55-59,3196
2020,Alcohol/Substance Abuse,60-64,1842
2020,Alcohol/Substance Abuse,65+,928
2020,Other,0-11,15330
2020,Other,12-14,11632
2020,Other,15-17,11882
2020,Other,18-20,7010
2020,Other,21-24,7612
2020,Other,25-29,10147
2020,Other,30-34,9627
2020,Other,35-39,8164
2020,Other,40-44,6535
2020,Other,45-49,6031
2020,Other,50-54,5876
2020,Other,55-59,5676
2020,Other,60-64,3902
2020,Other,65+,4479
