YEAR,MH1,AGE,COUNT
2020,Bipolar,25-29,9720
2020,Bipolar,30-34,10966
2020,Bipolar,35-39,10965
2020,Bipolar,40-44,9836
2020,Bipolar,45-49,10056
2020,Bipolar,50-54,10859
2020,Bipolar,55-59,10406
2020,Bipolar,60-64,7468
2020,Bipolar,65+,9141
2020,Depressive,0-11,2721
2020,Depressive,12-14,7656
2020,Depressive,15-17,12665
2020,Depressive,18-20,9965
2020,Depressive,21-24,11500
2020,Depressive,25-29,17889
2020,Depressive,30-34,19474
2020,Depressive,35-39,19684
2020,Depressive,40-44,18198
2020,Depressive,45-49,19951
2020,Depressive,50-54,23942
2020,Depressive,55-59,25075
2020,Depressive,60-64,20319
2020,Depressive,65+,30439
2020,Oppositional Defiant,0-11,7477
2020,Oppositional Defiant,12-14,3516
2020,Oppositional Defiant,15-17,2953
2020,Oppositional Defiant,18-20,1071
2020,Oppositional Defiant,21-24,805
2020,Oppositional Defiant,25-29,1202
2020,Oppositional Defiant,30-34,1251
2020,Oppositional Defiant,35-39,1063
2020,Oppositional Defiant,40-44,507
2020,Oppositional Defiant,45-49,146
2020,Oppositional Defiant,50-54,39
2020,Oppositional Defiant,55-59,18
2020,Oppositional Defiant,60-64,16
2020,Oppositional Defiant,65+,29
2020,Pervasive Developmental,0-11,4054
2020,Pervasive Developmental,12-14,2263
2020,Pervasive Developmental,15-17,2003
2020,Pervasive Developmental,18-20,1688
2020,Pervasive Developmental,21-24,1025
2020,Pervasive Developmental,25-29,781
2020,Pervasive Developmental,30-34,418
2020,Pervasive Developmental,35-39,253
2020,Pervasive Developmental,40-44,120
2020,Pervasive Developmental,45-49,105
2020,Pervasive Developmental,50-54,76
2020,Pervasive Developmental,55-59,75
2020,Pervasive Developmental,60-64,61
2020,Pervasive Developmental,65+,68
2020,Personality,0-11,9
2020,Personality,12-14,35
2020,Personality,15-17,106
2020,Personality,18-20,357
2020,Personality,21-24,730
2020,Personality,25-29,1243
2020,Personality,30-34,1253
2020,Personality,35-39,1166
2020,Personality,40-44,894
2020,Personality,45-49,870
2020,Personality,50-54,876
2020,Personality,55-59,894
2020,Personality,60-64,630
2020,Personality,65+,912
2020,Schizophrenia/Other Psychotic,0-11,131
2020,Schizophrenia/Other Psychotic,12-14,214
2020,Schizophrenia/Other Psychotic,15-17,518
2020,Schizophrenia/Other Psychotic,18-20,1476
2020,Schizophrenia/Other Psychotic,21-24,3531
2020,Schizophrenia/Other Psychotic,25-29,7123
2020,Schizophrenia/Other Psychotic,30-34,8084
2020,Schizophrenia/Other Psychotic,35-39,8894
2020,Schizophrenia/Other Psychotic,40-44,8520
2020,Schizophrenia/Other Psychotic,45-49,9454
2020,Schizophrenia/Other Psychotic,50-54,12231
2020,Schizophrenia/Other Psychotic,55-59,15170
2020,Schizophrenia/Other Psychotic,60-64,14345
2020,Schizophrenia/Other Psychotic,65+,22813
2020,Alcohol/Substance Abuse,0-11,31
2020,Alcohol/Substance Abuse,12-14,50
2020,Alcohol/Substance Abuse,15-17,297
2020,Alcohol/Substance Abuse,18-20,340
2020,Alcohol/Substance Abuse,21-24,228
2020,Alcohol/Substance Abuse,25-29,759
2020,Alcohol/Substance Abuse,30-34,1246
2020,Alcohol/Substance Abuse,35-39,1917
2020,Alcohol/Substance Abuse,40-44,1917
2020,Alcohol/Substance Abuse,45-49,2224
2020,Alcohol/Substance Abuse,50-54,3118
2020,Alcohol/Substance Abuse,55-59,3776
2020,Alcohol/Substance Abuse,60-64,3041
2020,Alcohol/Substance Abuse,65+,3979
2020,Other,0-11,8624
2020,Other,12-14,5807
2020,Other,15-17,6389
2020,Other,18-20,4187
2020,Other,21-24,4847
2020,Other,25-29,7864
2020,Other,30-34,7523
2020,Other,35-39,6696
2020,Other,40-44,5521
2020,Other,45-49,5554
2020,Other,50-54,6162
2020,Other,55-59,6431
2020,Other,60-64,5268
2020,Other,65+,9312
