YEAR,MH1,AGE,COUNT
2020,Bipolar,21-24,7910
2020,Bipolar,25-29,13546
2020,Bipolar,30-34,14255
2020,Bipolar,35-39,13690
2020,Bipolar,40-44,12312
2020,Bipolar,45-49,11977
2020,Bipolar,50-54,12152
2020,Bipolar,55-59,12082
2020,Bipolar,60-64,8786
2020,Bipolar,65+,8142
2020,Depressive,0-11,16434
2020,Depressive,12-14,33919
2020,Depressive,15-17,46992
2020,Depressive,18-20,25570
2020,Depressive,21-24,25094
2020,Depressive,25-29,34607
2020,Depressive,30-34,31554
2020,Depressive,35-39,28158
2020,Depressive,40-44,24239
2020,Depressive,45-49,23888
2020,Depressive,50-54,26811
2020,Depressive,55-59,29211
2020,Depressive,60-64,23641
2020,Depressive,65+,25451
2020,Oppositional Defiant,0-11,10210
2020,Oppositional Defiant,12-14,5836
2020,Oppositional Defiant,15-17,3816
2020,Oppositional Defiant,18-20,514
2020,Oppositional Defiant,21-24,72
2020,Oppositional Defiant,25-29,39
2020,Oppositional Defiant,30-34,21
2020,Oppositional Defiant,35-39,15
2020,Oppositional Defiant,40-44,5
2020,Oppositional Defiant,45-49,3
2020,Oppositional Defiant,50-54,6
2020,Oppositional Defiant,55-59,2
2020,Oppositional Defiant,60-64,3
2020,Oppositional Defiant,65+,5
2020,Pervasive Developmental,0-11,11884
2020,Pervasive Developmental,12-14,3671
2020,Pervasive Developmental,15-17,2973
2020,Pervasive Developmental,18-20,1727
2020,Pervasive Developmental,21-24,1398
2020,Pervasive Developmental,25-29,1083
2020,Pervasive Developmental,30-34,586
2020,Pervasive Developmental,35-39,311
2020,Pervasive Developmental,40-44,182
2020,Pervasive Developmental,45-49,145
2020,Pervasive Developmental,50-54,104
2020,Pervasive Developmental,55-59,86
2020,Pervasive Developmental,60-64,59
2020,Pervasive Developmental,65+,45
2020,Personality,0-11,52
2020,Personality,12-14,53
2020,Personality,15-17,135
2020,Personality,18-20,362
2020,Personality,21-24,727
2020,Personality,25-29,1099
2020,Personality,30-34,1092
2020,Personality,35-39,967
2020,Personality,40-44,762
2020,Personality,45-49,712
2020,Personality,50-54,667
2020,Personality,55-59,568
2020,Personality,60-64,372
2020,Personality,65+,343
2020,Schizophrenia/Other Psychotic,0-11,502
2020,Schizophrenia/Other Psychotic,12-14,806
2020,Schizophrenia/Other Psychotic,15-17,1901
2020,Schizophrenia/Other Psychotic,18-20,4694
2020,Schizophrenia/Other Psychotic,21-24,11543
2020,Schizophrenia/Other Psychotic,25-29,21273
2020,Schizophrenia/Other Psychotic,30-34,21774
2020,Schizophrenia/Other Psychotic,35-39,21824
2020,Schizophrenia/Other Psychotic,40-44,18352
2020,Schizophrenia/Other Psychotic,45-49,17857
2020,Schizophrenia/Other Psychotic,50-54,19021
2020,Schizophrenia/Other Psychotic,55-59,20306
2020,Schizophrenia/Other Psychotic,60-64,15561
2020,Schizophrenia/Other Psychotic,65+,15811
2020,Alcohol/Substance Abuse,0-11,134
2020,Alcohol/Substance Abuse,12-14,1331
2020,Alcohol/Substance Abuse,15-17,6381
2020,Alcohol/Substance Abuse,18-20,5959
2020,Alcohol/Substance Abuse,21-24,11695
2020,Alcohol/Substance Abuse,25-29,23958
2020,Alcohol/Substance Abuse,30-34,25011
2020,Alcohol/Substance Abuse,35-39,21310
2020,Alcohol/Substance Abuse,40-44,15164
2020,Alcohol/Substance Abuse,45-49,12608
2020,Alcohol/Substance Abuse,50-54,11615
2020,Alcohol/Substance Abuse,55-59,10609
2020,Alcohol/Substance Abuse,60-64,6536
2020,Alcohol/Substance Abuse,65+,3590
2020,Other,0-11,59952
2020,Other,12-14,20489
2020,Other,15-17,20040
2020,Other,18-20,9903
2020,Other,21-24,9915
2020,Other,25-29,12948
2020,Other,30-34,11195
2020,Other,35-39,9494
2020,Other,40-44,7477
2020,Other,45-49,6678
2020,Other,50-54,6743
2020,Other,55-59,6654
2020,Other,60-64,4987
2020,Other,65+,5296
